RA,DEC,Vmag
188.71165,-36.51283,8.5
188.71284,22.62926,4.8
188.71396,85.73219,7.21
188.7165,10.836288,7.9
188.71986,12.459279,8.95
188.72083,-31.41551,9.07
188.72238,24.51532,8.43
188.72235,-5.1547256,8.02
188.72444,-47.28872,9.89
188.72623,27.45563,9.04
188.72627,51.360447,7.7
188.72685,-67.7569,6.11
188.73183,-38.831593,8.95
188.7448,17.539812,10.07
188.74464,58.237865,9.88
188.75137,30.192667,8.63
188.75177,59.06934,9.99
188.75388,58.23531,11.21
188.75394,-26.712606,8.06
188.75294,9.828489,11.4
188.77109,23.337229,10.56
188.7765,18.377066,6.57
188.7777,12.938963,9.2
188.78127,4.0422664,9.99
188.78233,18.377058,5.03
188.78323,7.4427457,7.75
188.78403,21.881384,5.86
188.78424,31.06258,9.79
188.78691,32.81322,10.63
188.79471,11.547728,7.55
188.7956,36.42538,7.3
188.80646,47.246174,10.97
188.81055,-55.892994,8.68
188.81622,44.435223,9.33
188.81645,2.260991,7.04
188.8173,50.143303,9.12
188.81818,36.126503,9.37
188.8189,-72.716896,7.64
188.82379,-51.67595,8.76
188.82645,33.04774,8.78
188.82788,-52.415585,8.34
188.82864,36.33827,8.22
188.83218,34.068497,10.6
188.83417,35.26974,9.51
188.83684,-4.065537,9.25
188.83957,-10.61298,9.64
188.85863,-74.073006,12.71
188.86507,-3.5460114,7.94
188.86665,28.83747,8.09
188.87271,-61.841576,6.22
188.87437,-61.740807,6.6
188.87608,43.707516,10.49
188.88315,-68.83245,8.78
188.88339,-68.35091,7.51
188.8853,-64.221245,10.14
188.88832,-12.0210905,6.7
188.88838,15.636433,8.07
188.8898,-34.881916,7.84
188.89644,-30.084763,8.25
188.9008,-28.64295,8.92
188.90211,-54.586853,9.35
188.90646,-50.76686,10.53
188.91173,-8.631225,9.0
188.91206,3.415116,9.05
188.9123,34.05925,8.52
188.91202,-65.27805,8.94
188.91415,-17.15037,7.12
188.9151,-52.76466,9.84
188.9199,-50.053898,9.76
188.92819,-16.826107,6.68
188.92943,-3.0161662,8.5
188.93076,-12.017409,8.41
188.93195,-12.02496,7.99
188.93707,-7.446827,8.07
188.93971,-41.021946,5.12
188.94391,16.829851,9.09
188.94415,56.575768,10.4
188.9472,39.68369,7.28
188.94754,14.132331,10.74
188.94814,9.074305,10.39
188.95265,56.578426,7.71
188.95544,-44.01005,9.57
188.95476,-20.465864,8.04
188.95778,37.525047,9.04
188.9589,-31.519785,10.72
188.95905,-61.840927,8.72
188.96309,42.377705,12.01
188.9637,51.221466,8.52
188.96414,-60.524788,10.27
188.96565,69.0137,7.4
188.96812,-53.374893,9.22
188.96823,-9.05518,8.94
188.96982,-12.069135,6.61
188.97122,45.780975,7.28
188.97269,37.786438,9.57
188.97537,-67.53875,8.93
188.98138,22.262182,9.68
188.98369,-1.4146079,8.7
188.98929,29.926855,8.93
188.99025,11.40543,8.42
188.99106,31.732645,7.95
188.99338,-45.939095,11.09
188.99498,-20.527477,6.2
188.99966,36.257828,8.76
189.0043,-39.869507,5.78
189.00517,32.004044,7.37
189.00803,25.423613,7.72
189.02028,-84.27477,8.28
189.0223,-42.309647,7.99
189.02313,29.453245,8.81
189.02347,25.50999,10.38
189.02744,-42.8523,7.89
189.03137,-62.844112,8.8
189.03397,-33.746136,7.84
189.03537,-10.384214,8.95
189.037,-32.937878,8.55
189.03906,49.18287,8.73
189.04108,-45.691776,8.72
189.04268,56.8255,7.23
189.0511,-52.417717,6.56
189.0514,40.5864,7.58
189.0523,-56.870018,9.51
189.0531,49.36307,10.12
189.06062,-46.829952,8.57
189.06496,-27.430727,8.93
189.07071,51.514526,8.58
189.07071,33.922768,8.8
189.07126,-49.290016,10.19
189.07144,-22.969124,9.24
189.07535,77.55141,9.18
189.07236,-78.98429,9.06
189.0731,13.025199,10.3
189.07996,53.109234,10.31
189.08408,9.384677,10.38
189.08775,46.142605,9.78
189.09138,1.0449122,8.99
189.0932,-54.705814,9.31
189.0946,-0.29340392,8.6
189.09778,59.48694,8.83
189.09927,-15.414777,9.36
189.10109,32.19581,8.88
189.10324,-12.547743,9.09
189.10814,-43.48849,7.62
189.10913,-67.171005,7.26
189.1113,-67.30268,8.73
189.1185,10.729835,8.71
189.1249,44.89952,8.61
189.1264,-40.44179,12.32
189.14172,-6.065551,8.5
189.1458,76.63778,7.97
189.15839,-39.32629,6.72
189.16437,27.47449,10.89
189.1655,25.791544,9.12
189.16743,67.13855,9.7
189.1681,-21.30664,7.72
189.17596,-67.21404,8.6
189.17746,23.633183,8.9
189.182,-19.002378,8.85
189.1828,45.520588,8.76
189.18492,65.2332,9.24
189.1859,41.08386,8.81
189.1868,18.598988,10.08
189.19406,33.61354,10.8
189.19418,-50.335396,6.4
189.19731,-5.831898,5.88
189.20038,29.69208,9.31
189.20305,20.23779,7.54
189.20355,7.933207,8.98
189.21161,-15.572332,7.46
189.2032,-76.9549,10.98
189.2189,70.18472,6.54
189.21909,-35.43009,7.62
189.22832,-50.95045,10.54
189.23047,-16.75563,8.92
189.2323,-24.149836,8.07
189.23311,-59.507565,9.29
189.23573,56.674526,8.6
189.24306,17.089537,5.7
189.2472,-21.343946,10.78
189.25954,14.251848,8.93
189.26099,46.682163,8.23
189.26794,71.08444,9.31
189.26816,36.5949,10.48
189.27173,17.880304,10.42
189.27846,-2.322103,6.95
189.28174,8.796868,6.61
189.28531,-41.995388,8.92
189.28857,-4.6510496,9.35
189.29166,-29.69855,9.57
189.29291,-38.08258,10.85
189.29503,21.197926,7.67
189.29591,-69.13557,2.69
189.29819,20.157211,9.77
189.29877,-24.892502,7.82
189.30247,-20.078903,8.64
189.30704,35.746033,9.69
189.309,-26.018665,8.66
189.30968,30.42069,9.97
189.31137,-42.789116,9.1
189.31248,-35.10165,7.85
189.31558,64.07439,9.1
189.31824,-40.812115,8.08
189.32138,47.828915,10.8
189.32993,79.215485,6.99
189.33499,59.216686,9.05
189.33853,-8.300317,7.02
189.34227,12.983615,8.22
189.34709,64.57101,8.62
189.34799,25.066631,10.53
189.35344,-31.537334,8.23
189.36035,43.054207,10.09
189.36224,52.349182,10.39
189.37988,-9.65924,8.57
189.38022,-28.416595,8.45
189.38187,-3.5738783,8.79
189.38533,39.341255,10.13
189.38513,53.753178,9.5
189.38605,55.94604,8.87
189.38951,45.253765,8.03
189.39136,-58.088676,7.98
189.39597,37.814175,8.82
189.40784,18.629576,9.04
189.40852,12.669559,9.02
189.40958,28.629362,8.07
189.40974,10.584139,7.58
189.41304,38.684376,7.34
189.41965,-19.577791,8.77
189.42616,-27.138887,5.41
189.42567,-48.541306,3.85
189.44649,32.532475,8.71
189.45018,4.9853597,7.97
189.4606,-57.349983,8.02
189.46301,-57.8656,7.57
189.46423,-32.451668,8.54
189.46594,4.2886086,6.99
189.46758,-52.001476,10.65
189.47935,11.904141,11.05
189.4853,54.853127,6.89
189.49153,44.738052,11.52
189.4955,44.738567,11.44
189.50002,-70.66357,8.57
189.50537,-69.60317,7.38
189.51616,9.813551,8.99
189.5184,3.2824442,6.33
189.52989,-59.923035,8.8
189.53021,-55.931217,6.95
189.5371,9.585601,8.61
189.53963,2.9552464,9.33
189.54547,15.623081,10.21
189.55426,1.9798906,8.32
189.56091,39.97384,8.82
189.56494,20.465569,9.22
189.56778,-65.83494,8.46
189.56808,-47.11521,8.07
189.57172,72.12632,8.33
189.5717,-12.385534,7.82
189.57317,60.6519,9.59
189.57347,-14.059633,8.13
189.57416,-30.757715,8.68
189.57556,-50.826027,9.86
189.57574,-11.5241375,9.18
189.58163,29.675327,10.74
189.58305,-11.516944,7.66
189.58743,41.841316,10.54
189.59335,1.8546621,5.68
189.6008,-57.98794,8.1
189.60197,-53.07671,8.81
189.60411,44.103874,8.87
189.60619,14.872415,7.64
189.60696,-50.524006,8.91
189.6074,-38.79714,7.37
189.61223,-51.71721,10.28
189.62096,-33.38499,10.28
189.62463,-47.283497,10.37
189.62473,6.988619,7.77
189.63019,28.573082,8.7
189.63289,-47.942852,7.76
189.633,23.83544,9.93
189.63437,0.21733537,8.45
189.63666,50.84178,10.26
189.63649,45.21709,7.21
189.6448,-45.562435,9.56
189.64621,13.8054495,7.21
189.6498,20.720879,9.13
189.6538,41.00761,9.37
189.6628,-35.1636,7.61
189.6655,50.8735,9.32
189.66891,23.63466,8.44
189.67097,-39.392365,7.46
189.6731,-36.73064,7.71
189.67824,-68.76364,8.08
189.68054,-4.3735504,6.67
189.68259,55.08604,9.69
189.68445,-5.327675,8.52
189.68588,-18.2501,6.0
189.68663,34.576027,7.97
189.68678,-45.246265,7.68
189.68765,-53.61784,8.95
189.69283,40.87466,6.35
189.69383,59.513557,10.85
189.69609,26.7519,9.36
189.6985,-3.3090696,9.23
189.69833,39.308784,7.6
189.7044,-66.69663,7.99
189.70456,-51.2156,8.34
189.70729,-26.51897,8.59
189.70845,-62.03155,7.76
189.71463,13.803763,8.77
189.71643,-52.750767,8.26
189.71817,-67.19305,6.22
189.71878,50.01723,11.61
189.72037,24.398703,8.77
189.7185,11.696165,11.49
189.72267,40.10734,9.55
189.726,31.353344,10.36
189.72787,-76.06596,6.77
189.73026,-39.50655,8.59
189.7347,-0.85415596,7.18
189.73987,47.62047,12.13
189.7399,61.0289,7.36
189.7442,2.939233,8.55
189.75368,-62.52947,8.62
189.75456,-56.910717,9.69
189.75644,-43.423683,9.36
189.75812,17.437191,9.45
189.7591,22.659496,6.39
189.7644,-30.422386,5.86
189.76958,47.03973,12.13
189.76826,-7.9175177,8.93
189.77667,-74.57399,9.29
189.78046,21.06256,5.49
189.78273,40.983494,8.25
189.78563,-1.5518947,10.2
189.78838,16.479778,7.58
189.79178,14.327248,8.01
189.79326,-40.368687,8.56
189.7956,24.59036,10.51
189.79152,83.64409,7.33
189.80157,16.510078,9.19
189.80174,-49.066414,7.63
189.80304,56.003933,8.02
189.8054,-54.55002,8.86
189.80544,30.58314,8.66
189.81027,-69.542,8.43
189.8112,29.23543,8.99
189.81073,-75.37059,6.46
189.81152,-7.9955645,4.66
189.81378,59.75019,8.21
189.81572,-57.323444,8.83
189.81569,21.028913,9.11
189.81569,-32.726078,8.9
189.8172,5.040861,8.29
189.81978,-18.04992,9.1
189.81995,38.02429,10.6
189.82025,35.951958,6.39
189.82062,-22.660885,9.74
189.8222,54.457718,10.98
189.82982,-51.790825,9.03
189.82985,-71.62179,9.01
189.83846,-55.654053,8.57
189.84468,7.574189,9.26
189.84625,-45.457657,8.37
189.85088,-29.536861,7.48
189.85626,-33.814262,9.1
189.85646,-65.71026,8.56
189.86108,73.0015,7.32
189.86195,1.0329033,9.53
189.86908,-19.239012,8.0
189.87665,-6.928902,9.25
189.87906,-6.1005664,6.71
189.88246,-42.984318,9.0
189.88443,-72.40194,8.3
189.88618,-41.739395,9.41
189.8944,60.884697,7.05
189.8967,-23.810228,7.66
189.89676,-57.901505,9.74
189.9018,64.674194,8.96
189.90538,30.814539,10.09
189.9069,-62.433628,8.81
189.91245,-44.926567,8.09
189.91301,16.96574,9.39
189.91222,-37.286934,9.05
189.9174,-10.827357,9.78
189.91905,-42.37443,9.52
189.93472,22.083372,10.17
189.93771,35.086876,8.15
189.93816,44.881977,8.91
189.94196,50.999287,10.03
189.94249,-49.19876,7.99
189.94397,31.97858,9.88
189.9499,-29.656416,7.63
189.95921,-34.3747,10.1
189.96205,51.725,7.64
189.9624,-67.04072,8.16
189.9679,-74.26029,8.83
189.96887,-39.9873,4.63
189.97069,-28.762747,10.04
189.96301,-77.84326,9.05
189.97316,-3.066349,7.99
189.97484,5.4457264,8.9
189.97746,-23.561247,8.31
189.98259,19.585304,9.12
189.98271,-66.51114,6.26
189.98285,-8.578221,11.45
189.98502,48.828876,9.64
189.9866,74.42078,8.09
189.98695,-12.882936,9.69
189.98744,36.998226,8.76
189.99739,12.642247,9.79
189.99869,42.774014,8.79
190.00035,-17.684355,8.57
190.00046,-0.5293481,9.43
190.00082,-52.65163,8.84
190.00581,-40.756878,8.74
190.00627,-59.58642,8.87
190.01332,27.498926,11.8
190.01474,-41.269855,9.35
190.01442,68.802444,7.88
190.01888,54.19017,10.51
190.02454,24.64859,9.41
190.02513,-7.0612392,9.33
190.02509,-18.532835,8.76
190.02933,20.809116,8.94
190.02881,27.90993,10.03
190.03583,-63.453365,8.93
190.03587,34.166195,7.03
190.03659,-44.31201,10.09
190.0367,6.1727457,9.71
190.04614,70.782036,9.36
190.04665,-11.8301325,9.26
190.05865,8.52724,8.27
190.06268,-18.800259,9.05
190.06296,-15.999401,10.0
190.06645,45.622208,8.89
190.06651,-37.856987,7.7
190.06676,-69.72918,8.85
190.06898,-29.917322,8.93
190.0709,65.16891,8.91
190.07112,21.519863,7.99
190.07133,-71.64521,7.8
190.07281,25.646624,9.98
190.07387,27.77638,10.8
190.08011,-29.61511,8.24
190.08679,58.046017,9.08
190.08856,-65.86214,9.16
190.08867,55.84656,8.47
190.09161,-49.400658,7.03
190.09955,59.525696,7.98
190.10909,-53.870487,8.43
190.11618,-50.509766,8.69
190.12161,16.27934,7.89
190.1248,-56.85485,9.61
190.13133,51.48187,8.91
190.13309,-70.546745,7.42
190.13432,-48.10602,8.26
190.13925,75.905846,7.3
190.13881,67.833275,8.25
190.14597,30.377527,7.65
190.14629,7.6997995,8.0
190.15018,-14.099807,6.84
190.15582,40.288036,8.16
190.15768,46.78974,8.41
190.16252,10.931078,9.08
190.16417,56.79766,10.52
190.16956,-8.448455,7.26
190.17097,-38.780125,8.85
190.17334,22.97165,9.66
190.1745,-60.9131,8.7
190.1749,-44.005783,9.01
190.1756,-32.865986,9.31
190.17767,1.2984433,9.37
190.17818,-77.948425,8.8
190.17914,-16.14678,8.61
190.17986,-19.727905,7.99
190.18195,-48.047276,9.63
190.18279,12.715421,7.91
190.18289,-26.830742,8.7
190.18506,13.334004,9.96
190.19061,-33.371426,10.41
190.19446,-57.631382,7.72
190.19287,-43.566376,12.24
190.20258,63.771484,7.55
190.20348,62.04256,8.49
190.20552,-71.02252,8.92
190.20631,38.694805,11.06
190.2066,-53.237373,9.67
190.20802,3.8696945,7.68
190.2089,40.52157,8.29
190.21222,-67.74011,8.93
190.21379,79.02471,8.27
190.2144,-27.71324,7.56
190.21506,-61.990063,9.06
190.2158,60.81471,8.79
190.21973,34.10456,7.78
190.22418,-70.42049,8.44
190.22559,8.829367,7.16
190.23088,27.139118,7.82
190.23839,-40.861965,11.22
190.24771,-10.442013,11.14
190.24901,-31.737867,7.7
190.2546,-4.756444,9.85
190.25972,18.115034,9.41
190.25989,-34.9641,9.34
190.26234,-58.253773,8.91
190.26508,-0.6205028,9.37
190.26863,68.51606,9.26
190.27701,15.376664,7.91
190.28235,30.437122,6.94
190.2871,-9.245538,7.7
190.29002,-9.823091,8.76
190.29027,-44.101185,6.72
190.29478,-58.316494,9.11
190.30194,-47.66054,9.34
190.30719,-27.90819,6.64
190.31415,49.724026,10.61
190.31647,-13.013901,5.17
190.31815,58.962017,8.08
190.32498,-33.444363,8.55
190.33606,50.415966,9.34
190.34447,21.830465,8.56
190.3459,37.016754,9.91
190.34578,-46.14558,5.84
190.3519,19.07484,7.85
190.35481,50.244568,9.06
190.35493,-53.55299,9.96
190.35556,38.389023,8.32
190.35843,-3.994081,8.57
190.35857,-15.455369,9.32
190.36053,-51.112038,9.61
190.36235,40.57933,7.6
190.36996,49.290546,6.89
190.37007,-47.623203,9.23
190.37135,-56.30457,7.86
190.37468,66.861176,9.64
190.37802,-20.616772,7.91
190.37901,-58.923443,9.4
190.37933,-48.95989,2.2
190.38211,-54.51765,8.92
190.38852,-50.182915,8.23
190.39075,-66.970146,8.34
190.3913,62.71304,6.02
190.3933,10.42627,6.22
190.39835,19.451195,10.08
190.4045,19.851282,9.07
190.40717,-56.633415,9.11
190.41518,-1.4493749,2.74
190.41772,46.416225,9.3
190.42134,-39.73226,8.23
190.4252,11.760262,9.85
190.42943,47.859253,9.44
190.4355,55.724674,8.27
190.44507,43.040657,11.91
190.44759,-55.91096,8.98
190.44946,-6.4140406,8.71
190.45158,9.8860655,6.97
190.45581,-19.759092,6.02
190.45691,5.868003,8.2
190.45824,-2.7504492,8.83
190.45847,43.952335,9.72
190.45895,7.3969526,9.78
190.45917,29.71984,10.18
190.46265,26.82984,10.54
190.46579,17.522154,11.85
190.46907,-64.72873,7.37
190.47107,10.235625,4.88
190.47153,35.049316,9.15
190.47162,75.35625,8.03
190.47884,-21.793629,8.48
190.47935,-32.453526,9.04
190.48264,-47.606106,7.84
190.4857,-59.685818,4.91
190.48618,-22.727983,8.77
190.48799,6.8066173,5.57
190.49037,-7.5002985,6.81
190.49545,5.41667,8.94
190.49828,-5.220857,8.06
190.50156,52.716343,10.89
190.50241,9.003047,8.83
190.50058,72.964035,9.25
190.50874,-37.943462,8.51
190.50987,14.159377,8.81
190.51239,0.4952484,8.14
190.51532,-62.947243,11.22
190.51909,32.862984,9.03
190.51935,31.101568,11.85
190.52095,-69.407555,6.31
190.52704,-54.76086,6.58
190.53214,-56.443535,8.72
190.53696,-31.819633,8.72
190.54178,-21.967592,9.4
190.54475,26.360985,9.28
190.55893,14.519552,9.63
190.56186,46.03707,9.65
190.56195,45.877045,7.01
190.56644,8.042171,7.91
190.56758,4.292608,7.74
190.57346,-15.083665,7.82
190.57361,-0.30796194,8.01
190.57373,-52.129955,8.7
190.5739,33.68858,6.64
190.58083,-51.949265,9.28
190.58232,-62.993813,9.72
190.58241,-39.9363,8.44
190.5865,-43.479633,9.48
190.59857,-62.995365,10.68
190.60242,-15.237865,7.71
190.61336,-61.01851,7.19
190.61832,41.996456,11.69
190.61813,-51.81122,9.79
190.6216,1.329086,8.5
190.6226,35.94949,9.57
190.63017,-76.28342,9.23
190.63174,56.99879,7.3
190.63396,-37.902782,8.16
190.63737,58.00869,8.75
190.6392,-70.194336,9.46
190.64772,-48.81311,4.66
190.64941,-5.468234,7.73
190.64957,29.162468,9.32
190.6614,20.724161,10.09
190.66219,2.5766816,8.04
190.66261,28.359743,7.48
190.6652,33.81423,8.62
190.6673,18.773367,9.05
190.66907,-28.14146,10.44
190.69507,-46.244095,9.5
190.69633,2.7445073,11.27
190.6997,-58.478886,8.08
190.70488,-15.464148,8.66
190.70607,-66.45773,7.57
190.70734,-55.947002,6.06
190.70944,-63.058624,5.27
190.71123,-39.50234,8.37
190.71153,-69.989395,8.74
190.71356,-25.670942,9.49
190.71829,20.354448,9.07
190.72859,-50.81669,8.74
190.73067,5.2664123,8.36
190.73116,25.909706,8.8
190.73148,-13.631019,7.64
190.73369,-2.2510989,9.06
190.73932,-34.296013,8.51
190.74614,44.901634,11.87
190.7472,-4.04933,7.83
190.75545,49.233486,9.49
190.75662,21.290508,10.83
190.76022,11.783179,9.17
190.76402,-61.148872,7.76
190.766,16.234146,10.0
190.76642,12.472449,9.3
190.7672,61.155422,6.39
190.76785,38.85582,9.56
190.76945,24.299944,8.0
190.77032,-23.84197,8.33
190.7717,-30.248798,9.17
190.77219,-77.35106,8.67
190.77438,-36.46154,8.42
190.77954,-65.67311,8.59
190.78105,69.94505,8.79
190.78137,-69.54569,8.72
190.78348,-50.470146,10.48
190.7871,-5.7402287,9.66
190.78825,-56.176224,5.99
190.79495,48.41882,9.55
190.79933,-81.49793,9.15
190.80243,-30.246416,9.16
190.80452,-24.990515,6.8
190.8048,-27.37264,8.88
190.80547,-36.01114,8.49
190.80629,24.609646,9.14
190.80687,-82.04246,8.96
190.81192,-54.41014,8.57
190.81268,17.124432,10.09
190.81413,-55.27745,10.21
190.81628,10.100684,7.43
190.82162,-54.528015,10.13
190.82445,65.946396,7.64
190.82701,26.12659,6.68
190.82854,26.41971,9.67
190.83507,24.755688,10.5
190.83496,15.379073,8.86
190.84157,30.797949,9.59
190.8434,17.828487,9.38
190.85086,39.639153,9.13
190.85907,67.76577,8.46
190.85942,-40.17785,6.43
190.86415,-28.816792,8.84
190.86636,-26.483229,9.33
190.868,-58.90274,6.41
190.87262,-49.655968,9.05
190.87648,-41.321785,7.15
190.87738,-53.303383,8.37
190.8777,-48.440327,8.94
190.882,-18.869701,8.1
190.88356,-26.301516,7.5
190.88379,2.621153,8.43
190.88356,-31.385883,9.13
190.88438,-52.71615,8.91
190.88452,79.59547,8.39
190.88704,-29.441177,9.84
190.88756,-13.859563,7.09
190.89056,41.26156,7.81
190.89394,-45.032154,8.91
190.89389,-72.44767,8.78
190.90427,2.1633642,8.67
190.90485,58.869667,7.88
190.90788,25.68013,7.62
190.90854,-1.5769958,5.91
190.90926,35.31049,9.18
190.91846,-35.414024,7.87
190.92616,63.88125,8.96
190.92802,-37.70815,7.53
190.93008,-44.675434,9.91
190.94873,-12.014223,6.61
190.94884,-71.037834,7.93
190.94875,15.714362,9.04
190.94936,7.5585375,8.22
190.95245,-9.76863,7.72
190.9537,-28.702362,8.27
190.9625,-63.08744,10.82
190.96326,15.112273,8.77
190.96521,-67.58074,8.56
190.96785,-32.05139,9.47
190.96815,-51.04431,10.34
190.96965,-18.284605,7.57
190.97072,53.808346,9.11
190.97234,72.070625,8.12
190.97275,-25.041477,8.58
190.97652,34.343716,8.78
190.98306,-13.141922,6.96
190.98615,61.093197,8.94
190.99318,-35.123108,8.29
190.99446,-36.34915,6.38
190.99738,27.324907,8.68
190.99937,21.173016,7.94
191.00221,-28.323957,5.46
191.00388,-82.734344,9.29
191.00557,10.921317,8.64
191.00807,-53.50572,8.62
191.01822,-45.02203,11.7
191.02124,-54.035175,8.22
191.02504,-51.129528,8.62
191.03261,-64.21153,8.57
191.0355,30.151613,9.79
191.03682,35.768734,7.09
191.04657,-2.8425608,6.76
191.05438,-47.328354,9.33
191.05916,-7.858731,9.18
191.05972,-37.23711,8.69
191.06061,51.7593,7.01
191.06555,-50.68988,10.24
191.06654,3.3510356,8.17
191.07034,36.483517,8.68
191.07118,-61.394634,8.38
191.07553,23.00168,10.54
191.07686,-42.790134,8.75
191.07738,65.66422,9.34
191.07922,-7.4836135,11.32
191.08018,-61.5252,9.02
191.08347,-42.079826,8.05
191.08374,6.854713,8.64
191.08432,-8.671344,10.5
191.08546,27.982012,8.03
191.08888,38.417095,9.52
191.09332,-3.0018523,10.62
191.09425,21.993492,7.59
191.09465,40.13663,9.99
191.10092,74.99785,8.55
191.10168,-11.31879,8.67
191.10455,7.9972467,8.89
191.10516,-1.4895984,8.52
191.10573,-38.655266,8.78
191.10576,0.53675413,7.88
191.10634,-64.055275,9.92
191.10838,80.621025,6.33
191.11081,-54.346703,8.9
191.11292,44.103004,6.34
191.11592,-10.081317,8.4
191.12048,-18.501036,8.18
191.12077,58.69093,8.01
191.14018,13.348578,8.84
191.14052,43.126602,6.96
191.14525,3.5318103,8.3
191.14568,-57.286926,6.64
191.14856,-26.905045,8.56
191.15411,33.345623,12.44
191.15768,-50.03315,8.1
191.16144,-23.251091,9.15
191.1667,41.52698,9.7
191.16792,-2.7077787,9.05
191.16946,-54.08539,7.4
191.16953,-48.28743,8.86
191.17783,17.70049,8.55
191.17851,-17.778294,7.22
191.1807,-6.172947,9.01
191.18416,28.857698,8.31
191.20236,25.49782,10.81
191.20341,-64.96437,8.65
191.20428,35.642967,8.28
191.20972,-52.758884,9.54
191.21423,-52.755825,7.89
191.21964,44.90251,9.13
191.22021,13.489354,9.04
191.22545,33.083084,7.75
191.22655,44.15628,9.53
191.22868,43.427906,9.55
191.23088,58.36745,8.48
191.2309,-52.973392,8.95
191.23524,-62.21425,8.82
191.23912,-65.31927,8.48
191.24861,-8.532003,7.6
191.24753,39.278915,5.95
191.25024,79.92362,7.55
191.25174,-69.02996,7.35
191.25677,48.259,9.97
191.25856,-68.83075,6.16
191.25854,-16.04335,8.35
191.26387,27.393389,7.44
191.26508,52.36929,9.45
191.2662,64.627846,8.68
191.26607,23.593689,7.78
191.26797,-10.999426,8.16
191.27011,27.747274,8.91
191.27483,-60.075752,7.24
191.27974,54.883263,9.78
191.28024,51.725533,8.85
191.2824,-14.898076,8.88
191.28261,45.440258,5.42
191.29253,-56.329147,8.7
191.29387,-51.838306,8.42
191.2946,-47.28,10.52
191.30872,-62.21766,7.59
191.31006,-57.358,7.82
191.31111,-46.934727,8.23
191.31183,18.286697,9.71
191.3127,6.236234,11.06
191.31824,-28.766039,6.78
191.32138,-3.883726,8.2
191.32231,-3.88807,7.29
191.33023,1.0558609,9.14
191.3345,-29.78188,8.48
191.3379,3.5244892,8.58
191.33804,0.12607038,10.65
191.34694,4.3599596,9.5
191.34798,-48.170475,6.64
191.34872,-73.79703,8.23
191.34909,-41.365738,8.82
191.3497,53.09583,10.05
191.34615,-83.6574,8.87
191.35176,66.11547,9.19
191.35564,29.775984,8.18
191.35814,-71.71132,7.11
191.35904,14.373599,7.22
191.36003,-5.1266236,8.57
191.36037,14.363564,7.72
191.36136,13.412494,8.14
191.36491,-45.862717,9.36
191.36548,50.542862,10.35
191.36615,-37.449245,7.64
191.36795,-8.682963,8.86
191.37411,30.197859,8.45
191.37633,11.90321,9.24
191.3773,-15.5083275,8.55
191.37775,53.3899,9.54
191.38345,-4.810942,7.18
191.38397,28.817995,9.42
191.38501,-27.311026,9.05
191.38559,-53.861683,8.11
191.38666,-20.145712,7.56
191.38945,0.98682207,9.09
191.40425,61.88185,8.46
191.4044,7.673326,5.22
191.40855,-60.98132,4.69
191.40889,39.794727,8.7
191.41203,-62.189598,9.72
191.41342,-37.820763,8.27
191.42023,42.717995,10.26
191.42133,38.358246,9.07
191.42575,-24.535978,8.6
191.42776,-47.378273,10.53
191.42776,72.83699,8.73
191.42757,-50.17987,7.13
191.43298,33.541306,7.49
191.44647,-12.220762,8.72
191.44824,22.040487,9.83
191.45082,23.233168,9.4
191.45909,-30.81067,9.3
191.46205,-45.84552,7.82
191.46484,33.387222,10.7
191.4689,-58.498966,7.89
191.46907,-21.768267,6.91
191.46855,-79.46228,8.48
191.47284,-22.630377,7.99
191.47308,-75.18426,8.4
191.47467,-45.69245,9.05
191.47482,-60.551517,9.03
,,10.89
191.47504,-51.45088,9.25
191.47688,24.620712,9.26
,,10.89
191.48042,13.58312,8.32
191.48035,-53.61665,8.97
191.48425,24.724686,10.13
191.49117,15.770529,9.38
191.49388,-20.075262,8.22
191.50142,-40.04075,9.15
191.5026,-15.536122,8.11
191.50354,49.82307,9.01
191.5049,-9.313415,8.05
191.5055,29.600016,9.04
191.50594,10.56565,9.21
191.50963,2.5930138,8.48
191.51387,17.25582,9.8
191.51912,-31.763184,8.19
191.51923,-57.217003,8.37
191.52281,-54.612206,6.65
191.52284,45.993217,10.34
191.5249,-42.07291,8.96
191.52538,28.987562,9.48
191.55646,-14.183856,8.56
191.55862,-43.99852,8.29
191.55927,57.678413,8.15
191.56177,2.4642975,7.95
191.56653,56.718662,8.93
191.56749,5.5310574,9.39
191.56789,-49.31199,8.55
191.57002,-68.108116,3.04
191.57668,-41.763355,11.78
191.58272,-60.83875,8.25
191.59393,9.539683,5.65
191.59407,-48.611618,8.39
191.59465,-56.488815,4.62
191.59557,34.851814,9.58
191.59557,-18.21985,7.29
191.59802,-58.574993,8.15
191.60046,2.32784,8.34
191.60495,48.859375,10.42
191.60844,-57.950447,8.79
191.6108,21.573446,10.45
191.61177,53.800713,8.87
191.61484,40.901947,11.22
191.61453,-20.847939,9.04
191.61728,36.77697,10.09
191.61969,-64.91766,9.16
191.62003,26.344501,9.64
191.62068,16.521427,8.44
191.6211,-66.81733,8.7
191.626,-15.440543,7.95
191.62802,21.052567,8.57
191.62851,-11.812441,6.87
191.63007,-52.282455,9.34
191.63156,-4.0191975,9.39
191.63493,-0.82154536,8.29
191.63625,24.14505,6.83
191.64243,11.378497,8.66
191.64601,-22.706146,9.02
191.64777,-40.32498,9.02
191.65129,12.964015,8.56
191.65181,-16.531502,9.01
191.65617,47.37229,7.85
