RA,DEC,Vmag
106.509834,-39.86763,8.72
106.51026,5.516712,8.61
106.51284,-64.08258,8.87
106.51364,44.86399,7.81
106.520966,13.9857855,7.44
106.522125,6.1197495,8.1
106.52217,45.630024,9.41
106.52305,-45.968834,7.44
106.530876,-12.9522,8.26
106.54311,-9.281614,8.61
106.54499,28.19198,7.68
106.54613,37.3352,9.29
106.548325,24.860146,6.89
106.548294,34.47397,5.55
106.55194,53.616936,8.84
106.55823,-47.587185,10.54
106.55963,-68.83758,6.47
106.570015,22.683489,8.25
106.570854,10.2671175,8.69
106.572556,17.744402,7.19
106.584854,62.844204,8.04
106.5862,-37.7096,7.5
106.58722,-43.610752,6.52
106.59009,-49.79618,8.9
106.59216,43.83093,11.12
106.592415,-7.311504,9.81
106.59639,-74.39047,10.09
106.61397,-25.469902,8.83
106.61478,-35.043106,9.3
106.61524,-3.115744,7.6
106.620285,61.543415,10.54
106.62063,-57.458088,9.53
106.62152,39.757416,9.4
106.62697,-11.537882,8.68
106.62798,-57.77845,7.71
106.63145,-53.89882,8.71
106.63183,-4.9349613,8.22
106.637024,-59.99682,7.92
106.637695,6.14099,8.25
106.64116,-48.25076,9.03
106.64349,64.42011,8.39
106.644554,-22.014711,7.33
106.648384,76.17155,7.76
106.64986,-12.393949,6.48
106.6513,-61.459805,8.98
106.65125,-4.6234746,9.61
106.65201,19.109306,7.55
106.66986,-11.294014,5.41
106.672035,-14.501745,12.65
106.68595,-30.00151,9.71
106.687195,28.214752,8.4
106.68799,-44.799164,8.95
106.688385,-15.657011,10.6
106.69141,-51.303185,8.57
106.69762,-67.01623,7.3
106.69798,0.388951,9.6
106.69987,-58.38097,8.74
106.70923,32.789494,8.27
106.709816,36.780716,9.5
106.71004,-2.7479396,8.12
106.71204,-24.380253,9.95
106.71498,41.30988,8.79
106.716675,-10.048433,9.48
106.71711,23.968956,10.13
106.71865,-24.960571,6.09
106.721725,-64.00408,9.07
106.72225,55.189457,8.34
106.723404,62.54719,8.12
106.73019,-45.051247,8.67
106.73131,32.453278,8.5
106.73263,56.635223,8.97
106.735146,-11.327342,7.62
106.73531,-7.557368,7.86
106.7399,13.402864,7.78
106.7402,62.54932,9.34
106.74598,42.867474,8.7
106.74726,-5.4716434,7.32
106.749954,-26.656754,6.61
106.75074,-18.943401,9.08
106.753586,49.47119,7.74
106.76056,-55.770992,9.34
106.76179,-25.780865,7.31
106.7726,41.959602,8.52
106.773384,9.879305,7.89
106.77696,4.910582,6.1
106.77949,-40.89327,5.8
106.7883,32.10931,9.31
106.78878,3.4474237,9.84
106.789986,-29.539545,7.35
106.79215,54.58192,9.26
106.7929,-12.362475,8.3
106.79397,45.395714,8.91
106.79777,-9.11108,9.35
106.797806,-40.53775,7.99
106.80186,-16.601812,9.78
106.805374,-51.968285,5.96
106.81781,-59.716415,6.46
106.820526,24.168438,6.73
106.82359,-20.284855,8.09
106.82557,-34.43878,8.83
106.8259,-5.2978854,9.63
106.8362,-9.5832205,8.33
106.838646,22.703537,7.53
106.84036,-9.98514,7.02
106.84333,34.00929,5.94
106.84412,-23.840721,5.75
106.84412,35.532955,9.39
106.845505,-21.457586,11.11
106.845245,51.79869,8.68
106.84642,-1.5368481,8.76
106.84838,-14.051871,8.0
106.85042,-63.962883,10.19
106.85116,47.097614,9.26
106.85365,28.176695,6.47
106.85573,-13.447876,8.91
106.85863,20.51706,8.31
106.86588,-52.20455,6.6
106.86618,-25.603514,8.23
106.87419,18.332264,8.99
106.88648,-43.86471,8.41
106.893906,-85.02641,8.45
106.897545,47.79092,8.41
106.89924,14.342479,8.45
106.9171,-43.97844,8.19
106.917496,-16.706772,9.49
106.91921,-10.668528,10.79
106.92382,33.195652,7.45
106.92782,-76.04922,7.67
106.93615,-32.39328,8.52
106.94236,-30.50168,8.82
106.94412,10.874558,9.18
106.945694,-67.93686,8.0
106.94574,-3.3710244,7.87
106.95621,7.471214,5.74
106.95663,-35.814472,7.34
106.95803,58.528343,8.8
106.96069,-34.943794,9.06
106.96014,67.20131,11.17
106.962105,-29.432653,7.96
106.968575,-15.700543,7.22
106.96953,-29.763515,9.67
106.97049,-11.914004,8.77
106.97104,-34.833397,8.03
106.972145,-40.455154,8.85
106.98193,-48.91712,8.86
106.98288,-56.664257,8.89
106.98693,-27.75211,8.37
106.98691,-4.677852,6.92
106.98836,40.78255,8.3
106.990265,41.2586,8.68
106.99222,41.64289,8.49
106.99772,2.686068,9.12
107.00075,4.2220035,8.54
107.00101,15.528596,7.8
107.00736,55.419937,8.87
107.00748,-27.756779,8.12
107.00954,-51.95748,9.13
107.011345,35.86152,8.56
107.01257,-28.576857,8.54
107.01432,-11.923277,6.65
107.01766,29.834492,8.32
107.02565,-39.286713,8.92
107.02628,44.03998,6.84
107.02763,-57.331123,6.87
107.03358,21.912853,8.23
107.035866,8.607821,8.86
107.03591,39.602066,8.64
107.038795,-0.065721296,10.37
107.03878,-9.968702,8.85
107.03928,55.85165,8.33
107.04573,-31.427967,7.06
107.04702,63.645226,9.86
107.04992,15.520848,7.7
107.052345,-54.629436,9.42
107.055305,33.83239,6.31
107.06163,-23.4317,8.63
107.06172,42.52391,8.6
107.063484,-22.44035,9.13
107.06881,-33.3736,7.92
107.081,20.865765,7.96
107.08494,52.685783,9.12
107.087364,61.242153,8.27
107.087715,-41.91071,9.42
107.09105,16.135,6.99
107.09121,-20.859373,6.82
107.09161,33.267982,7.51
107.09183,15.930675,5.47
107.09315,7.8813915,7.02
107.094185,-50.100307,7.69
107.09665,-11.852378,7.72
107.097855,-26.3932,1.83
107.1022,-47.52092,9.27
107.102974,-54.483078,8.45
107.113,-58.372448,8.01
107.11529,-18.60304,7.18
107.116776,-75.30221,7.97
107.12509,10.925278,7.14
107.125946,51.37295,7.96
107.12897,21.985954,9.61
107.133835,-6.6366787,9.49
107.1343,-12.885931,7.2
107.13497,-23.159021,8.97
107.13955,31.466091,9.88
107.140526,-28.61318,7.54
107.14346,-18.0053,8.62
107.14429,-17.669233,9.44
107.14702,0.4598322,7.84
107.1485,-36.21736,9.44
107.15101,37.445095,6.19
107.15359,4.1761465,7.02
107.15504,18.301374,7.44
107.15726,-17.63474,9.48
107.160515,75.04739,8.77
107.16153,39.330444,9.91
,,11.02
107.16218,-29.998825,8.91
107.16255,-38.641186,9.06
107.17012,34.653965,9.58
107.17335,66.0534,8.14
107.176544,-70.497086,5.68
107.17755,10.02402,7.83
107.181015,-38.028328,9.48
107.18259,17.657307,7.43
107.18498,-34.06012,8.91
107.18527,-23.775152,8.05
107.18654,-18.27086,8.68
107.18694,-70.49893,3.78
107.187195,64.368706,8.4
107.192375,16.495043,7.88
107.19252,-25.617674,7.74
107.19476,16.908829,7.7
107.19765,-15.934148,8.47
107.20384,-8.676845,8.42
107.20444,26.629438,8.9
107.20482,-52.15454,8.45
107.20539,-19.923267,8.25
107.20585,-24.043787,6.65
107.20696,-8.673696,9.69
107.20905,53.08417,9.1
107.211555,23.271551,8.96
107.21254,-2.703588,8.65
107.21278,-39.655655,4.83
107.21674,15.513556,8.69
107.21843,33.933914,6.54
107.22223,48.86938,9.17
107.22436,-11.50151,8.75
107.22598,26.768066,9.04
107.226906,40.001343,10.1
107.229065,-46.562035,10.11
107.22968,65.96498,8.68
107.23484,-12.319242,8.65
107.24006,14.565801,9.31
107.2422,-45.331303,7.01
107.25244,-28.159151,7.74
107.255196,-7.938983,8.22
107.25762,-63.76137,8.16
107.269455,-59.088825,9.42
107.27065,15.421586,8.0
107.27207,12.166754,9.15
107.27282,71.95941,7.02
107.27363,44.25983,7.57
107.27864,28.953316,8.54
107.27991,-7.7723746,8.52
107.280785,-60.575188,7.96
107.28246,2.253092,7.23
107.28608,-31.933556,7.49
107.28632,19.546621,7.31
107.29352,30.38697,7.84
107.299904,27.614355,11.42
107.30513,38.611862,7.96
107.30624,19.042633,8.39
107.306984,-6.4566355,9.19
107.31177,-7.0704775,8.81
107.31421,-13.786095,10.56
107.31427,-27.362814,8.53
107.31926,34.803123,8.93
107.3278,-49.609066,9.29
107.328964,30.147684,7.28
107.33013,25.261915,8.49
107.33171,-51.824886,8.18
107.33311,-60.535545,9.13
107.33314,-20.846342,8.98
107.33437,-10.346565,6.23
107.3381,-53.544918,8.9
107.33811,-22.493076,9.08
107.34089,-10.657249,8.95
107.341965,16.549507,7.77
107.343834,-0.8065543,10.96
107.346924,-15.026447,8.66
107.354004,-60.380352,6.82
107.35453,-49.83623,8.47
107.35615,18.54987,8.4
107.35717,36.563248,6.74
107.36187,-7.703559,9.63
107.36252,52.03875,9.06
107.366104,11.927638,9.98
107.36878,5.920652,9.31
107.37408,1.9201105,7.61
107.37483,-35.2869,8.54
107.3761,-16.936422,9.1
107.377174,-79.431984,7.81
107.37766,-35.990864,7.26
107.37963,34.089794,9.05
107.38205,13.653686,8.56
107.38251,-28.991379,8.58
107.38463,-6.0439186,6.96
107.38513,-68.5723,11.06
107.38884,-28.444613,8.26
107.38902,-16.234509,6.0
107.39229,57.96582,8.1
107.39261,-24.307837,7.96
107.39277,69.359535,7.98
107.39639,-19.115532,8.01
107.39746,25.72865,7.09
107.39898,-15.243173,7.11
107.404076,-16.09634,9.02
107.40629,6.8462462,8.29
107.40635,-62.30504,8.38
107.40738,60.792088,6.64
107.40824,-78.94208,8.48
107.40946,-11.037906,9.08
107.4146,85.57001,8.1
107.41563,26.522793,7.62
107.41909,-63.810543,9.22
107.42436,-33.33913,8.82
107.42927,-25.231033,5.69
107.43259,-23.009636,8.73
107.43346,60.74308,7.8
107.43419,25.734854,7.77
107.43507,22.3646,7.56
107.437485,-55.72585,8.74
107.45192,-9.177008,9.15
107.4546,-56.371506,8.26
107.46249,-17.69596,8.75
107.46259,9.308882,6.72
107.467354,-16.234728,6.62
107.47125,-5.7357674,7.84
107.47478,13.147583,7.05
107.479065,-50.427345,8.58
107.481445,18.844288,7.71
107.484184,-34.031292,9.05
107.48754,-13.616071,7.17
107.49135,7.7246394,6.65
107.492645,-17.882576,9.49
107.49332,-24.40978,9.33
107.50026,-19.585482,7.88
107.50216,-28.748177,7.3
107.50313,-53.526924,8.75
107.50764,38.52946,11.65
107.51808,12.548093,9.16
107.52151,65.97019,8.51
107.5272,-7.224001,8.71
107.52829,46.880585,8.4
107.52783,21.246984,6.43
107.529465,-57.767567,9.19
107.53147,60.08239,8.43
107.53209,34.41494,10.15
107.53395,-11.802733,7.64
107.534615,37.27608,9.84
107.53584,7.329414,8.83
107.53618,62.13589,6.96
107.53694,-15.684738,7.33
107.53902,-18.685637,6.23
107.54114,-58.99079,8.36
107.547295,-9.336305,8.22
107.54999,68.58671,8.54
107.55163,-19.198381,7.37
107.55701,-4.2371063,4.91
107.558136,-47.395786,8.76
107.580505,-27.49152,5.46
107.58402,5.3018436,9.38
107.58735,28.57264,9.72
107.59036,10.744239,8.89
107.594246,-28.933302,10.51
107.59633,0.2620537,8.75
107.599144,24.344501,11.85
107.60071,-30.055508,7.76
107.601944,-55.587715,6.94
107.609245,1.6430159,8.48
107.61047,-44.561043,8.96
107.61058,-77.02797,9.73
107.61058,-37.216232,7.68
107.61057,-24.346262,8.55
107.61823,-42.78326,9.68
107.61847,57.353542,7.68
107.62325,24.108145,7.94
107.62412,53.251778,8.8
107.62449,63.61924,8.66
107.62499,-72.3427,8.03
107.62563,-20.274841,7.49
107.62607,-29.347042,7.91
107.627625,-30.6625,7.58
107.63556,-16.137697,8.69
107.63594,31.979443,9.05
107.63848,-7.871016,7.34
107.64117,19.803041,7.78
107.64212,5.817652,8.53
107.65524,8.784962,8.37
107.655815,20.441036,9.09
107.658195,-45.581234,7.87
107.6614,63.317543,7.83
107.662415,19.309902,8.84
107.662384,-1.8428878,7.98
107.664856,-43.40086,9.93
107.664986,-41.2651,7.49
107.66688,19.328835,8.52
107.670006,46.06217,9.69
107.67098,2.4762993,8.77
107.68018,32.618732,7.04
107.681625,54.373123,8.56
107.68229,-31.398468,7.91
107.69217,-11.574062,7.75
107.69317,42.176567,9.52
107.69366,33.346592,8.99
107.695656,-9.335999,7.41
107.697845,-48.9321,5.12
107.70352,32.223175,7.6
107.70775,9.377878,7.66
107.70658,-14.433036,9.96
107.7094,-58.856365,8.31
107.713974,-44.687576,8.69
107.71599,45.247295,7.71
107.71736,29.853596,9.18
107.72709,44.01482,9.57
107.727936,-66.324524,9.14
107.728645,-9.452121,8.75
107.73458,59.369682,7.95
107.73793,-13.200771,8.72
107.73934,-67.067024,7.24
107.74106,-3.8786626,8.33
107.74236,53.182327,9.25
107.74889,-67.96137,7.17
107.76272,-3.8980153,6.51
107.7629,49.901913,8.05
107.76507,-35.427807,9.35
107.77449,21.533613,9.01
107.782135,47.910686,8.25
107.78337,-12.522697,8.65
107.78488,30.245163,4.41
107.79379,-4.703316,7.02
107.795105,38.19489,8.09
107.79817,3.1916194,6.73
107.80307,-25.907827,8.38
107.80489,-58.016354,10.2
107.81016,-48.033504,9.37
107.81133,32.61502,8.01
107.81264,-39.269802,7.92
107.81311,-10.541564,7.89
107.81369,59.064568,7.47
107.814095,24.663755,7.97
107.820274,15.332199,7.23
107.82047,-70.11944,6.77
107.82075,-9.299841,8.84
107.82123,-34.389393,7.82
107.82268,80.54493,8.25
107.82408,-12.041358,7.13
107.82953,-4.9082923,8.92
107.83137,-41.71707,8.87
107.83118,33.111862,7.16
107.83218,-67.12276,11.16
107.83232,-72.7551,8.19
,,7.35
107.835106,-61.82873,9.49
107.83687,-10.428827,7.34
107.83721,-21.803286,6.92
107.838135,-8.182658,9.36
107.8442,-39.10213,6.87
107.84611,26.856588,5.75
107.84767,20.259161,7.61
107.8484,-0.30192778,5.44
107.85489,-17.331121,6.66
107.85696,2.3402872,9.01
107.8579,-48.03536,9.46
107.86109,-32.80269,8.73
107.86184,-27.731825,7.21
107.8664,48.330383,12.21
111.471054,-21.583662,11.6
107.866875,-13.0706005,7.67
107.86932,60.22477,7.24
107.87066,30.472595,7.18
107.87456,58.015,7.87
107.87497,26.405903,6.7
107.8766,-1.0313605,8.41
107.881424,55.61252,7.34
107.88195,-49.424206,7.5
107.88204,17.408375,8.96
107.88204,30.415083,9.44
107.890114,37.66363,9.76
107.89373,-25.770525,8.84
107.895905,40.77698,12.17
107.90285,-79.98568,8.9
107.907196,31.377474,8.11
107.90724,45.037884,9.02
107.90866,-35.635033,9.42
107.908936,23.22374,8.78
107.910255,-76.19172,9.74
107.910034,-84.46938,7.53
107.91159,57.700203,8.18
107.912224,35.17823,10.48
107.91386,39.32055,4.91
107.91412,56.308235,8.31
107.920395,-51.298077,8.49
107.92193,-38.391003,8.9
107.92268,-29.808027,7.81
107.923355,-20.883062,5.84
107.93267,4.9414406,8.37
107.93451,72.58134,9.72
107.937935,-40.191666,10.08
107.94299,-23.210821,10.11
107.9452,16.976343,6.5
107.95404,19.88559,7.99
107.954765,-17.66637,9.82
107.95912,-58.85066,8.73
107.9631,10.512064,8.06
107.964096,5.6547027,6.07
107.96604,43.25915,9.37
107.96609,-0.49276432,4.15
107.9729,-19.897263,8.35
107.97756,-6.562153,8.54
107.97802,34.988514,8.62
107.97813,-6.450659,9.42
107.98052,23.415531,9.29
107.98104,-56.155495,6.67
107.98754,49.789837,6.67
108.00439,22.279013,7.37
108.0045,43.84298,6.88
108.00824,-63.19006,6.03
108.009544,-27.718023,9.28
108.01704,-30.821365,6.1
108.01836,6.3594666,8.99
108.018745,-28.109417,9.55
108.02004,-24.89209,10.37
108.02246,-27.334946,6.92
108.022995,40.778984,10.53
108.023994,-53.21643,9.3
108.03122,5.4743466,6.15
108.03207,-47.403812,9.75
108.04204,-30.281672,8.49
108.0423,-59.83941,8.05
108.04246,-5.4449067,7.24
108.04522,-19.620327,7.7
108.04741,-22.983503,8.37
108.047386,52.273483,11.25
108.05004,-19.269688,8.53
108.050896,-25.942589,5.91
108.05563,27.436184,9.51
108.0605,29.336622,9.45
108.06238,-38.17454,7.95
108.065865,-40.49881,5.3
108.067924,-49.186085,8.06
108.07172,59.264435,10.67
108.07347,-67.782745,7.33
108.0772,36.127106,7.76
108.07955,-1.7777083,8.78
108.08133,-63.085804,8.69
108.0819,39.60307,9.44
108.082825,14.676747,9.1
108.09535,-57.546333,8.81
108.09615,34.155643,9.0
108.100296,-31.98187,7.13
108.1007,-2.5743213,7.77
108.10073,-27.474758,6.59
108.105034,-49.327,7.63
108.1076,-36.54438,5.94
108.109795,-10.1551,8.9
108.10991,24.128593,5.85
108.110405,-18.615002,9.41
108.11347,-42.120186,9.22
108.11368,40.010845,8.28
108.11489,12.53263,8.17
108.11508,-8.212015,8.01
108.11657,62.262455,7.58
108.12039,-61.381695,7.76
108.1206,-64.663246,8.71
108.123955,10.197901,7.89
108.12498,43.988865,7.79
108.12996,26.564484,7.36
108.13137,-22.065258,9.71
108.135635,-14.491826,8.15
108.13928,-42.868393,10.06
108.14011,-46.759304,4.49
108.14144,72.67525,7.8
,,8.86
108.143295,-2.5598998,8.19
108.144394,-36.23408,7.75
108.14506,-9.845021,8.47
108.14705,-40.345623,8.49
108.147545,-31.08121,8.86
108.14813,-36.221214,8.86
108.14962,-0.55950016,7.95
108.1579,-77.76217,9.7
108.16,20.967428,8.22
108.165855,28.49935,8.5
108.17343,-52.68111,9.04
108.175964,-3.1780937,7.7
108.17855,2.1033416,9.42
108.18497,-60.967,8.91
108.189156,-51.211838,7.2
108.18949,-15.501789,7.85
108.19077,34.25007,8.27
108.19182,-12.077754,8.4
108.192924,21.352507,7.3
108.19307,-57.490726,6.64
108.200294,66.61645,7.66
108.20067,15.178286,7.46
108.204056,14.601029,10.05
108.20453,27.224823,6.46
108.20573,-7.1493783,7.54
108.205734,25.7487,7.05
108.206505,-45.03686,8.17
108.20914,-11.600309,7.73
108.210304,15.341291,8.71
108.21231,55.803413,8.23
108.21886,-53.89444,7.84
108.22064,-43.885193,7.27
108.222244,55.7987,8.59
108.22505,0.70671123,8.46
108.23121,-28.222141,9.44
108.232956,-12.379169,8.11
108.23361,3.744028,7.67
108.23641,2.918403,8.2
108.23761,-43.658783,8.69
108.23891,-7.920653,8.92
108.2414,-61.613174,8.91
108.2421,-12.605826,9.04
108.26114,-24.225574,7.17
108.262115,-45.93053,9.55
108.26748,31.965477,6.9
108.27154,-16.65043,8.72
108.273445,31.15257,9.79
108.27463,-13.126178,9.01
108.27749,27.782574,8.07
108.27948,56.844147,8.42
108.279884,-17.245584,9.63
108.279976,-11.251341,5.77
108.28088,-39.514046,9.07
108.27954,-63.344944,9.08
108.282394,37.621464,9.79
108.283134,61.821316,9.71
108.28957,54.493694,7.05
108.29112,-20.581308,8.48
108.29865,-18.730747,11.15
108.29989,-34.816807,8.59
108.30379,47.606834,6.75
108.30445,-30.966413,7.72
108.305626,-45.18274,4.87
108.31033,18.921347,7.96
108.31611,-64.87349,7.35
108.32263,17.433832,10.27
108.323524,8.556627,9.04
108.32663,-0.25951904,6.68
108.32949,-83.92377,7.98
108.33647,-8.862497,7.59
108.33663,65.25052,9.89
108.33756,-6.43459,8.47
108.34282,16.158966,5.07
108.3431,65.43176,9.89
108.344604,-21.710447,8.35
108.3475,51.428745,5.46
108.34898,13.762968,6.6
108.350105,-22.67424,5.99
108.36299,-74.157234,8.91
108.36427,35.688812,8.74
108.36544,-29.18235,7.46
108.369026,15.220379,8.85
108.372185,-38.491142,7.46
108.378876,32.145416,7.37
108.382965,-48.267868,8.89
108.38466,-44.63974,4.42
108.387535,60.123848,8.93
108.40187,-27.35636,6.12
108.40514,57.95451,8.73
108.40543,47.26675,7.04
108.4141,-34.19934,9.81
108.41409,50.55825,8.29
108.416145,-53.667816,6.7
108.4191,38.108406,8.35
108.42293,-51.825577,9.25
108.425934,-54.900658,8.83
108.42642,-8.925267,8.12
108.4278,-28.608843,8.15
108.435646,-5.1555333,7.19
108.44143,17.93321,8.1
108.4468,-31.083633,6.57
108.44789,-32.23363,8.98
108.4498,-35.319126,8.36
108.45161,-22.905779,6.34
108.45372,-20.434114,9.86
108.45719,10.690779,6.95
108.45901,28.494043,6.99
108.46485,1.5072162,9.09
108.46733,-49.93661,7.74
108.46922,48.498844,7.26
108.47083,16.58029,7.26
108.47138,-27.294495,8.84
108.47154,-21.14441,9.38
108.47129,25.011375,8.4
108.47711,-10.221309,9.84
108.479645,78.75246,6.93
108.48396,-9.455627,7.83
108.48891,-30.33979,6.32
108.49142,-50.47156,6.79
108.49181,71.81658,6.36
108.49249,28.557898,8.52
108.49539,-48.302452,7.45
108.49781,13.974393,7.86
108.50409,11.868035,9.28
108.504395,-51.468994,9.19
108.50495,-25.60584,11.67
108.50965,51.371258,8.53
108.511086,-31.642603,7.66
108.513794,4.577957,7.55
108.52063,-38.978825,10.7
108.523964,-86.25119,8.6
108.53586,-29.929428,8.98
108.53648,35.547573,7.71
108.54065,-9.256802,7.7
108.54102,42.54353,8.48
108.54208,42.04722,9.69
108.54256,-18.983885,7.66
108.54325,-46.325905,7.29
108.54521,-3.9017787,5.8
108.547966,-12.809927,7.73
108.555534,32.677822,9.23
108.55747,7.2294126,7.93
108.55855,-36.426693,7.55
108.55937,4.2073483,8.86
108.563385,-26.352507,4.42
108.56467,-9.947533,5.9
108.569954,-28.169514,7.9
108.574455,5.8894014,9.19
108.5785,-7.5191956,8.44
108.58277,-15.39545,9.59
108.583595,3.111414,5.36
108.585434,41.21017,8.66
108.58712,-18.435276,7.86
108.58785,-7.3761353,8.8
108.59316,-25.76746,10.08
108.593765,-61.06979,7.17
108.60816,-21.1069,9.19
108.60877,-7.577002,9.04
108.61063,24.711138,6.88
108.61131,-33.570602,8.52
108.61174,-24.87146,8.12
108.61656,-12.226973,8.68
108.61772,-10.316245,6.02
108.6189,46.098515,8.98
108.62263,-40.932636,8.96
108.627846,-25.803204,10.06
108.62929,-22.942398,7.77
108.634254,-19.991125,7.35
108.63592,12.115825,5.71
108.63684,16.606247,8.12
108.63924,69.53972,10.03
108.63984,8.033348,7.68
108.64038,-24.93791,8.7
108.641235,5.2707458,7.87
108.64176,20.516867,7.17
108.64243,-25.302399,7.32
108.643135,-42.213898,8.23
108.64544,-31.493471,7.8
108.6461,-17.38863,10.33
108.6517,-47.13495,8.1
108.65291,-30.6549,6.92
108.656746,-37.332756,9.13
108.65703,19.701406,8.02
108.65892,-48.271927,4.75
108.66023,2.9019222,9.11
108.661896,28.44156,8.6
108.6672,-10.213459,9.15
108.670654,-32.562878,7.85
108.67492,24.884985,5.84
108.67542,-23.4894,7.3
108.67662,53.58745,8.36
108.677376,-63.06429,8.38
108.691734,-46.84967,5.72
108.69269,-35.247673,8.68
108.695435,-37.2454,7.23
108.69789,29.993637,9.22
108.70024,52.545586,7.3
108.70113,-15.476074,7.28
108.70115,-21.024061,8.3
108.701324,-15.471732,7.6
108.70273,-26.772667,4.01
108.70643,-0.9279839,10.32
108.7087,-1.3757089,7.85
108.71105,-41.168743,7.56
108.711205,18.561924,7.74
108.711235,75.00214,8.98
108.71284,7.225025,7.73
108.71317,-27.037996,5.58
108.71696,68.804276,7.69
108.71815,23.111044,8.18
108.71853,-43.724457,9.19
108.72107,31.484741,9.01
108.725426,62.136707,7.82
108.72739,-9.065393,9.47
108.72963,-28.964437,7.38
108.73497,-68.071144,8.08
108.736176,14.002946,8.81
108.73814,-41.426395,5.95
108.739555,-2.0896056,8.8
108.74046,-81.22299,8.5
108.746605,-7.6802835,7.69
108.74897,-32.80297,8.78
108.74963,-11.870407,8.3
108.752655,-2.8234951,7.83
108.75307,-28.299664,9.6
108.75675,11.012946,8.39
108.757256,11.018786,12.2
108.762375,29.849598,8.71
108.76353,26.012129,10.46
108.76455,26.004637,9.33
108.765625,-38.580894,9.08
108.77752,16.673368,8.33
108.77805,57.276978,8.37
108.7831,25.880377,8.34
108.78663,15.929148,11.49
108.786316,-14.60945,6.97
108.78905,67.64853,9.13
108.79665,23.237978,8.68
108.79935,-36.225628,7.39
108.80111,49.088993,9.94
108.81245,5.8184624,7.4
108.81519,53.66821,9.23
108.82776,-31.909678,9.24
108.829384,-28.364668,7.64
108.830864,-0.16128324,6.42
108.832535,-31.938736,8.65
108.832985,18.814579,8.1
108.8378,-30.686447,5.36
108.83845,-52.499226,5.96
108.8397,57.299152,7.74
108.84432,19.062138,8.47
108.844536,2.074605,8.94
108.8456,-17.485619,11.9
108.84951,-25.925549,8.07
108.84997,-42.088017,7.0
108.85205,-77.02944,8.81
108.85938,-10.889885,8.58
108.86141,40.259773,9.64
108.86946,-36.56087,7.67
108.871155,-58.54262,6.84
108.87131,-48.230007,7.67
108.87225,78.50909,10.14
108.87262,0.7928866,8.09
108.87353,23.856613,7.89
108.87411,44.461338,10.0
108.8757,9.497547,7.26
108.87849,-75.864876,7.49
108.8787,6.620927,8.52
108.88199,51.449055,7.26
108.88432,59.77493,7.16
108.89033,21.966635,7.02
108.89302,-1.8601968,7.59
108.8934,-78.431114,9.22
108.89457,-27.42265,8.16
108.89528,-20.128698,8.03
108.89978,-63.17467,10.89
108.904434,-33.07848,8.83
108.90733,45.409485,6.51
108.90756,-42.154243,7.66
108.90805,-50.49861,7.51
108.90956,46.07032,8.91
108.90966,-26.856752,8.97
108.910095,-63.179832,8.71
108.911,5.044649,10.79
108.91429,7.9777427,5.78
108.91495,-58.805542,7.42
108.91761,49.78885,9.24
108.922874,-72.74138,8.44
108.923996,13.864407,8.1
108.928085,41.376453,8.77
108.92834,19.847351,7.45
108.93017,-10.583606,5.95
108.931404,-24.566278,9.49
108.93687,-66.19703,9.46
108.94361,27.46968,8.75
108.94413,-53.602066,8.1
108.94707,-23.74028,6.34
108.94755,-66.19052,10.68
108.949646,70.50589,7.91
108.95094,-43.167973,9.3
108.95891,47.239964,5.54
108.960106,36.785755,8.02
108.96281,43.12638,9.34
108.96165,-13.04948,7.74
108.96386,-21.628672,8.78
108.9639,-52.12419,9.33
108.9648,45.043343,8.67
108.96764,14.808525,8.19
108.9719,-6.757089,8.78
108.976776,43.561855,8.5
108.97876,59.637466,5.2
108.97929,-42.140213,7.6
108.9817,-27.448448,7.87
108.98447,-16.235344,6.87
108.98474,-21.921743,9.62
108.98526,-41.030014,9.08
108.98635,57.997063,9.98
108.98819,27.897419,5.75
108.988815,-12.543142,7.93
108.988945,-55.733128,7.69
108.9932,-64.64408,8.7
108.99458,-17.901716,9.06
108.99893,73.3224,7.75
108.99937,-54.961597,7.37
109.00172,82.44045,7.22
109.00258,-45.89578,7.92
109.00797,29.255098,7.47
109.00804,64.781006,7.29
109.02487,-14.510018,7.04
109.02511,-14.115066,8.44
109.0252,-26.823044,7.69
109.02795,-9.269694,8.22
109.028755,-30.43536,7.15
109.03196,-16.74986,8.96
109.032196,-78.318436,8.05
109.03529,-30.132727,8.15
109.04174,-54.04188,7.26
109.04448,-3.6659105,9.01
109.04789,-31.272465,8.85
109.05314,-33.62417,9.63
109.05414,-17.296461,7.83
109.0565,-7.8806252,7.92
109.058014,-66.80581,8.85
109.06064,-15.585689,5.46
109.064476,-46.774532,5.64
109.06641,-51.59025,9.87
109.06639,-54.226227,7.66
109.069374,-21.420778,8.49
109.07731,5.07609,8.42
109.07988,63.73393,8.81
109.08003,-16.716694,7.97
109.080795,-32.04174,6.92
109.082344,-50.04843,7.46
109.082405,27.142498,10.83
109.087585,-29.350662,9.51
109.09633,-6.9593906,8.59
109.09761,30.70525,8.71
109.0978,47.6388,7.7
,,7.72
109.09928,-45.179047,9.35
109.10308,73.33247,10.16
109.105545,35.01739,8.51
111.86921,22.043873,11.25
109.11385,6.2016907,8.53
109.116356,79.47915,9.49
109.12533,-29.937536,8.23
109.13271,-38.318928,5.81
109.134254,-55.2166,9.85
109.13695,67.08732,8.32
109.145805,-27.881178,4.66
109.14863,52.035034,7.69
109.14983,-46.238026,8.04
109.15134,-23.826859,7.58
